,Name,year,ESG,Board_size,Gender_diversity,Board_independent,CSR,CEO,Employee,age,years,nfrd
6027,LA FRANCAISE DES JEUX,2004,0,0,0,0,0,0,25262,18,-10,0
6028,LA FRANCAISE DES JEUX,2005,0,0,0,0,0,0,27238,19,-9,0
6029,LA FRANCAISE DES JEUX,2006,0,0,0,0,0,0,29321,20,-8,0
6030,LA FRANCAISE DES JEUX,2007,0,0,0,0,0,0,32544,21,-7,0
6031,LA FRANCAISE DES JEUX,2008,0,0,0,0,0,0,34831,22,-6,0
6032,LA FRANCAISE DES JEUX,2009,0,0,0,0,0,0,33988,23,-5,0
6033,LA FRANCAISE DES JEUX,2010,0,0,0,0,0,0,33755,24,-4,0
6034,LA FRANCAISE DES JEUX,2011,0,0,0,0,0,0,37542,25,-3,0
6035,LA FRANCAISE DES JEUX,2012,0,0,0,0,0,0,39851,26,-2,0
6036,LA FRANCAISE DES JEUX,2013,0,0,0,0,0,0,43298,27,-1,0
6037,LA FRANCAISE DES JEUX,2014,0,0,0,0,0,0,47064,28,0,1
6038,LA FRANCAISE DES JEUX,2015,0,0,0,0,0,0,49734,29,1,1
6039,LA FRANCAISE DES JEUX,2016,0,0,0,0,0,0,52104,30,2,1
6040,LA FRANCAISE DES JEUX,2017,0,0,0,0,0,0,55075,31,3,1
6041,LA FRANCAISE DES JEUX,2018,54.94,30,30,3.33,0,0,57359,32,4,1
6042,LA FRANCAISE DES JEUX,2019,59.11,14,42.86,14.29,1,1,59825,33,5,1
6043,LA FRANCAISE DES JEUX,2020,67.16,15,46.67,41.18,1,1,61380,34,6,1
6044,LA FRANCAISE DES JEUX,2021,69.06,15,46.67,37.5,1,1,62720,35,7,1
6045,LA FRANCAISE DES JEUX,2022,73.53,15,46.67,43.75,1,1,63277,36,8,1
6046,LAGERCRANTZ GROUP B,2003,0,0,0,0,0,0,4350,48,-11,0
6047,LAGERCRANTZ GROUP B,2004,0,0,0,0,0,0,4511,49,-10,0
6048,LAGERCRANTZ GROUP B,2005,0,0,0,0,0,0,5923,50,-9,0
6049,LAGERCRANTZ GROUP B,2006,0,0,0,0,0,0,7549,51,-8,0
6050,LAGERCRANTZ GROUP B,2007,0,0,0,0,0,0,8404,52,-7,0
6051,LAGERCRANTZ GROUP B,2008,0,0,0,0,0,0,9904,53,-6,0
6052,LAGERCRANTZ GROUP B,2009,0,0,0,0,0,0,9782,54,-5,0
6053,LAGERCRANTZ GROUP B,2010,0,0,0,0,0,0,10042,55,-4,0
6054,LAGERCRANTZ GROUP B,2011,0,0,0,0,0,0,11651,56,-3,0
6055,LAGERCRANTZ GROUP B,2012,0,0,0,0,0,0,12147,57,-2,0
6056,LAGERCRANTZ GROUP B,2013,0,0,0,0,0,0,11832,58,-1,0
6057,LAGERCRANTZ GROUP B,2014,0,0,0,0,0,0,11982,59,0,1
6058,LAGERCRANTZ GROUP B,2015,0,0,0,0,0,0,11887,60,1,1
6059,LAGERCRANTZ GROUP B,2016,0,0,0,0,0,0,10951,61,2,1
6060,LAGERCRANTZ GROUP B,2017,0,0,0,0,0,0,16371,62,3,1
6061,LAGERCRANTZ GROUP B,2018,0,0,0,0,0,0,16077,63,4,1
6062,LAGERCRANTZ GROUP B,2019,0,0,0,0,0,0,16196,64,5,1
6063,LAGERCRANTZ GROUP B,2020,0,0,0,0,0,0,16862,65,6,1
6064,LAGERCRANTZ GROUP B,2021,38.65,7,28.57,57.14,1,0,16573,66,7,1
6065,LAGERCRANTZ GROUP B,2022,37.16,6,33.33,57.14,1,0,16522,67,8,1
6066,LAND SECURITIES GROUP,2006,64.2,12,8.33,0,1,1,3485,1,-8,0
6067,LAND SECURITIES GROUP,2007,54.36,11,9.09,0,1,1,3986,2,-7,0
6068,LAND SECURITIES GROUP,2008,57.31,11,9.09,54.55,1,1,5243,3,-6,0
6069,LAND SECURITIES GROUP,2009,65.65,10,10,64.29,1,1,5423,4,-5,0
6070,LAND SECURITIES GROUP,2010,61.02,11,9.09,50,1,1,5681,5,-4,0
6071,LAND SECURITIES GROUP,2011,68.33,12,8.33,58.33,1,1,6681,6,-3,0
6072,LAND SECURITIES GROUP,2012,66.11,11,18.18,61.54,1,1,7259,7,-2,0
6073,LAND SECURITIES GROUP,2013,69.12,10,20,60,1,1,7493,8,-1,0
6074,LAND SECURITIES GROUP,2014,73.33,11,27.27,66.67,1,1,7726,9,0,1
6075,LAND SECURITIES GROUP,2015,91.14,9,33.33,70,1,1,7688,10,1,1
6076,LAND SECURITIES GROUP,2016,90.18,9,33.33,66.67,1,1,7159,11,2,1
6077,LAND SECURITIES GROUP,2017,82.14,10,30,70,1,1,6830,12,3,1
6078,LAND SECURITIES GROUP,2018,79.53,11,36.36,58.33,1,1,6842,13,4,1
6079,LAND SECURITIES GROUP,2019,81.61,10,40,58.33,1,1,11009,14,5,1
6080,LAND SECURITIES GROUP,2020,82.69,10,40,70,1,1,11002,15,6,1
6081,LAND SECURITIES GROUP,2021,85.92,10,50,70,1,1,11252,16,7,1
6082,LAND SECURITIES GROUP,2022,78.99,9,55.56,63.64,0,1,12312,17,8,1
6083,LANXESS (XET),2003,0,0,0,0,0,0,32736,18,-11,0
6084,LANXESS (XET),2004,0,0,0,0,0,0,31116,19,-10,0
6085,LANXESS (XET),2005,27.55,16,6.25,0,0,0,26598,20,-9,0
6086,LANXESS (XET),2006,27.21,16,6.25,0,0,1,25976,21,-8,0
6087,LANXESS (XET),2007,26.12,16,0,0,0,1,43531,22,-7,0
6088,LANXESS (XET),2008,52.68,16,6.25,0,1,1,36702,23,-6,0
6089,LANXESS (XET),2009,53.96,16,6.25,0,1,1,33148,24,-5,0
6090,LANXESS (XET),2010,59.84,13,7.69,50,1,1,30599,25,-4,0
6091,LANXESS (XET),2011,65.19,13,7.69,42.86,1,1,30941,26,-3,0
6092,LANXESS (XET),2012,66.69,13,7.69,46.15,1,1,26156,27,-2,0
6093,LANXESS (XET),2013,69.06,13,15.38,50,1,1,23451,28,-1,0
6094,LANXESS (XET),2014,67.24,13,15.38,21.43,1,1,18471,29,0,1
6095,LANXESS (XET),2015,69.08,12,25,41.18,1,1,14856,30,1,1
6096,LANXESS (XET),2016,63.48,12,16.67,57.14,1,1,13530,31,2,1
6097,LANXESS (XET),2017,64.58,12,16.67,66.67,1,1,13275,32,3,1
6098,LANXESS (XET),2018,75.78,12,25,76.92,1,1,12431,33,4,1
6099,LANXESS (XET),2019,78.39,12,33.33,91.67,1,0,11248,34,5,1
6100,LANXESS (XET),2020,80.62,12,33.33,78.57,1,1,10102,35,6,1
6101,LANXESS (XET),2021,81.78,12,41.67,69.23,1,1,9699,36,7,1
6102,LANXESS (XET),2022,82.25,12,41.67,100,1,1,9452,37,8,1
6103,LATOUR INVESTMENT B,2003,0,0,0,0,0,1,19004,33,-11,0
6104,LATOUR INVESTMENT B,2004,0,0,0,0,0,1,21193,34,-10,0
6105,LATOUR INVESTMENT B,2005,0,0,0,0,0,1,25607,35,-9,0
6106,LATOUR INVESTMENT B,2006,0,0,0,0,0,1,46290,36,-8,0
6107,LATOUR INVESTMENT B,2007,0,0,0,0,0,1,51075,37,-7,0
6108,LATOUR INVESTMENT B,2008,0,0,0,0,0,1,53823,38,-6,0
6109,LATOUR INVESTMENT B,2009,0,0,0,0,0,1,60538,39,-5,0
6110,LATOUR INVESTMENT B,2010,0,0,0,0,0,1,66045,40,-4,0
6111,LATOUR INVESTMENT B,2011,0,0,0,0,0,1,71884,41,-3,0
6112,LATOUR INVESTMENT B,2012,0,0,0,0,0,1,72399,42,-2,0
6113,LATOUR INVESTMENT B,2013,0,0,0,0,0,1,62744,43,-1,0
6114,LATOUR INVESTMENT B,2014,0,0,0,0,0,1,74497,44,0,1
6115,LATOUR INVESTMENT B,2015,0,0,0,0,0,1,80056,45,1,1
6116,LATOUR INVESTMENT B,2016,0,0,0,0,0,1,85887,46,2,1
6117,LATOUR INVESTMENT B,2017,0,0,0,0,0,1,92372,47,3,1
6118,LATOUR INVESTMENT B,2018,0,0,0,0,0,1,77416,48,4,1
6119,LATOUR INVESTMENT B,2019,30.12,8,25,60,0,1,78448,49,5,1
6120,LATOUR INVESTMENT B,2020,42.48,8,25,62.5,0,1,72021,50,6,1
6121,LATOUR INVESTMENT B,2021,43.29,9,33.33,66.67,0,1,73516,51,7,1
6122,LATOUR INVESTMENT B,2022,41.27,9,33.33,66.67,0,1,75194,52,8,1
6123,LEG IMMOBILIEN (XET),2003,0,0,0,0,0,0,0,167,-11,0
6124,LEG IMMOBILIEN (XET),2004,0,0,0,0,0,0,0,168,-10,0
6125,LEG IMMOBILIEN (XET),2005,0,0,0,0,0,0,0,169,-9,0
6126,LEG IMMOBILIEN (XET),2006,0,0,0,0,0,0,0,170,-8,0
6127,LEG IMMOBILIEN (XET),2007,0,0,0,0,0,0,0,171,-7,0
6128,LEG IMMOBILIEN (XET),2008,0,0,0,0,0,0,0,172,-6,0
6129,LEG IMMOBILIEN (XET),2009,0,0,0,0,0,0,0,173,-5,0
6130,LEG IMMOBILIEN (XET),2010,0,0,0,0,0,0,0,174,-4,0
6131,LEG IMMOBILIEN (XET),2011,0,0,0,0,0,0,0,175,-3,0
6132,LEG IMMOBILIEN (XET),2012,0,0,0,0,0,0,0,176,-2,0
6133,LEG IMMOBILIEN (XET),2013,0,0,0,0,0,0,0,177,-1,0
6134,LEG IMMOBILIEN (XET),2014,25.45,7,0,46.15,0,0,0,178,0,1
6135,LEG IMMOBILIEN (XET),2015,41.78,7,14.29,87.5,0,0,0,179,1,1
6136,LEG IMMOBILIEN (XET),2016,45.12,6,16.67,100,0,0,2366,180,2,1
6137,LEG IMMOBILIEN (XET),2017,58.58,6,16.67,100,1,0,2390,181,3,1
6138,LEG IMMOBILIEN (XET),2018,58.49,6,16.67,100,1,0,2258,182,4,1
6139,LEG IMMOBILIEN (XET),2019,59.01,6,16.67,100,1,1,2652,183,5,1
6140,LEG IMMOBILIEN (XET),2020,63.01,7,14.29,85.71,1,1,2611,184,6,1
6141,LEG IMMOBILIEN (XET),2021,69.84,7,14.29,100,1,1,2732,185,7,1
6142,LEG IMMOBILIEN (XET),2022,71.32,6,33.33,100,1,1,3082,186,8,1
6143,LEGAL & GENERAL,2003,0,0,0,0,0,0,573,5,-11,0
6144,LEGAL & GENERAL,2004,0,0,0,0,0,1,585,6,-10,0
6145,LEGAL & GENERAL,2005,57.5,14,21.43,50,1,1,512,7,-9,0
6146,LEGAL & GENERAL,2006,51.26,13,23.08,0,1,1,551,8,-8,0
6147,LEGAL & GENERAL,2007,64.41,11,18.18,53.85,1,1,741,9,-7,0
6148,LEGAL & GENERAL,2008,78.68,11,18.18,54.55,1,1,769,10,-6,0
6149,LEGAL & GENERAL,2009,70.33,12,16.67,57.14,1,1,782,11,-5,0
6150,LEGAL & GENERAL,2010,74.75,11,9.09,71.43,1,1,608,12,-4,0
6151,LEGAL & GENERAL,2011,75.14,12,16.67,64.29,1,1,731,13,-3,0
6152,LEGAL & GENERAL,2012,72.98,12,16.67,53.85,1,1,780,14,-2,0
6153,LEGAL & GENERAL,2013,70.08,11,18.18,71.43,1,1,932,15,-1,0
6154,LEGAL & GENERAL,2014,71.3,13,23.08,64.29,1,1,1010,16,0,1
6155,LEGAL & GENERAL,2015,72.58,11,27.27,61.54,1,1,1139,17,1,1
6156,LEGAL & GENERAL,2016,76.09,10,30,71.43,1,1,1230,18,2,1
6157,LEGAL & GENERAL,2017,75.04,10,30,53.85,1,0,1247,19,3,1
6158,LEGAL & GENERAL,2018,69.71,12,33.33,66.67,1,0,1387,20,4,1
6159,LEGAL & GENERAL,2019,78.1,11,36.36,58.33,1,0,1450,21,5,1
6160,LEGAL & GENERAL,2020,79.25,11,27.27,66.67,1,0,1532,22,6,1
6161,LEGAL & GENERAL,2021,78.72,10,30,75,1,0,1626,23,7,1
6162,LEGAL & GENERAL,2022,78.29,12,41.67,84.62,1,0,1953,24,8,1
6163,LEGRAND,2003,0,0,0,0,0,0,1428,55,-11,0
6164,LEGRAND,2004,0,0,0,0,0,0,1677,56,-10,0
6165,LEGRAND,2005,0,0,0,0,0,1,1722,57,-9,0
6166,LEGRAND,2006,20.5,10,0,0,0,1,1842,58,-8,0
6167,LEGRAND,2007,43.01,11,0,16.67,0,1,1041,59,-7,0
6168,LEGRAND,2008,52.2,11,0,18.18,1,1,988,60,-6,0
6169,LEGRAND,2009,45.5,11,0,16.67,1,1,173,61,-5,0
6170,LEGRAND,2010,54,11,0,16.67,1,1,174,62,-4,0
6171,LEGRAND,2011,50.98,11,9.09,25,1,1,692,63,-3,0
6172,LEGRAND,2012,65.13,13,23.08,42.86,1,1,656,64,-2,0
6173,LEGRAND,2013,68.44,11,36.36,50,1,1,591,65,-1,0
6174,LEGRAND,2014,72.18,11,36.36,63.64,1,1,170,66,0,1
6175,LEGRAND,2015,77.88,11,36.36,63.64,1,1,165,67,1,1
6176,LEGRAND,2016,87.26,11,45.45,66.67,1,1,609,68,2,1
6177,LEGRAND,2017,89.03,11,45.45,63.64,1,1,583,69,3,1
6178,LEGRAND,2018,89.31,10,50,69.23,1,1,10,70,4,1
6179,LEGRAND,2019,87.71,11,45.45,72.73,1,1,11,71,5,1
6180,LEGRAND,2020,88.74,13,46.15,61.54,1,1,9,72,6,1
6181,LEGRAND,2021,86.82,14,42.86,53.33,1,1,6,73,7,1
6182,LEGRAND,2022,86.35,14,42.86,60,1,1,14,74,8,1
6183,LEONARDO,2003,17.23,20,0,10,0,0,20423,57,-11,0
6184,LEONARDO,2004,27.06,22,0,100,0,0,19659,58,-10,0
6185,LEONARDO,2005,44.68,19,0,84.21,0,1,18282,59,-9,0
6186,LEONARDO,2006,41.52,18,0,0,0,1,16481,60,-8,0
6187,LEONARDO,2007,22.21,12,0,0,0,1,14610,61,-7,0
6188,LEONARDO,2008,51.29,12,0,0,1,1,14797,62,-6,0
6189,LEONARDO,2009,61.21,12,0,83.33,1,1,14338,63,-5,0
6190,LEONARDO,2010,60.73,12,0,83.33,1,1,14648,64,-4,0
6191,LEONARDO,2011,67.97,12,8.33,65,1,1,15849,65,-3,0
6192,LEONARDO,2012,66.74,11,9.09,61.54,1,1,17177,66,-2,0
6193,LEONARDO,2013,65.8,11,9.09,57.14,1,1,17343,67,-1,0
6194,LEONARDO,2014,70.9,11,36.36,77.78,1,1,16584,68,0,1
6195,LEONARDO,2015,72.37,11,36.36,81.82,1,1,16225,69,1,1
6196,LEONARDO,2016,75.42,11,36.36,81.82,1,1,16721,70,2,1
6197,LEONARDO,2017,70.67,12,33.33,71.43,1,1,19029,71,3,1
6198,LEONARDO,2018,76.94,12,33.33,75,1,1,15441,72,4,1
6199,LEONARDO,2019,76.03,12,33.33,75,1,1,14304,73,5,1
6200,LEONARDO,2020,88.5,12,41.67,76.19,1,1,14309,74,6,1
6201,LEONARDO,2021,86.01,12,41.67,75,1,1,14866,75,7,1
6202,LEONARDO,2022,85.87,12,41.67,75,1,1,15177,76,8,1
6203,LIFCO B,2003,0,0,0,0,0,1,2973,158,-11,0
6204,LIFCO B,2004,0,0,0,0,0,1,3119,159,-10,0
6205,LIFCO B,2005,0,0,0,0,0,1,2975,160,-9,0
6206,LIFCO B,2006,0,0,0,0,0,1,3173,161,-8,0
6207,LIFCO B,2007,0,0,0,0,0,1,3444,162,-7,0
6208,LIFCO B,2008,0,0,0,0,0,1,3515,163,-6,0
6209,LIFCO B,2009,0,0,0,0,0,1,2956,164,-5,0
6210,LIFCO B,2010,0,0,0,0,0,1,3057,165,-4,0
6211,LIFCO B,2011,0,0,0,0,0,1,3642,166,-3,0
6212,LIFCO B,2012,0,0,0,0,0,1,3692,167,-2,0
6213,LIFCO B,2013,0,0,0,0,0,1,3909,168,-1,0
6214,LIFCO B,2014,0,0,0,0,0,1,4165,169,0,1
6215,LIFCO B,2015,0,0,0,0,0,1,4570,170,1,1
6216,LIFCO B,2016,0,0,0,0,0,1,4244,171,2,1
6217,LIFCO B,2017,0,0,0,0,0,1,4902,172,3,1
6218,LIFCO B,2018,0,0,0,0,0,1,5128,173,4,1
6219,LIFCO B,2019,24.25,12,16.67,40,0,1,5873,174,5,1
6220,LIFCO B,2020,33.73,13,23.08,42.86,0,1,6262,175,6,1
6221,LIFCO B,2021,38.39,12,25,41.67,0,1,7684,176,7,1
6222,LIFCO B,2022,51.51,12,25,41.67,0,1,8375,177,8,1
6223,LLOYDS BANKING GROUP,2003,58.21,10,20,0,0,0,8547,22,-11,0
6224,LLOYDS BANKING GROUP,2004,58.86,9,22.22,0,1,0,8807,23,-10,0
6225,LLOYDS BANKING GROUP,2005,49.53,15,26.67,50,0,0,9273,24,-9,0
6226,LLOYDS BANKING GROUP,2006,53.64,14,21.43,0,0,0,9742,25,-8,0
6227,LLOYDS BANKING GROUP,2007,68.36,13,15.38,46.67,1,0,10067,26,-7,0
6228,LLOYDS BANKING GROUP,2008,70.15,15,13.33,52.94,1,0,9777,27,-6,0
6229,LLOYDS BANKING GROUP,2009,78.6,13,15.38,61.11,1,0,9324,28,-5,0
6230,LLOYDS BANKING GROUP,2010,74.63,14,14.29,60,1,0,8662,29,-4,0
6231,LLOYDS BANKING GROUP,2011,74.14,12,8.33,53.33,1,0,9138,30,-3,0
6232,LLOYDS BANKING GROUP,2012,72.58,11,27.27,68.75,1,1,9864,31,-2,0
6233,LLOYDS BANKING GROUP,2013,65.15,11,27.27,69.23,1,0,9237,32,-1,0
6234,LLOYDS BANKING GROUP,2014,71.9,13,23.08,73.33,1,0,9005,33,0,1
6235,LLOYDS BANKING GROUP,2015,82.58,13,23.08,64.29,1,0,8630,34,1,1
6236,LLOYDS BANKING GROUP,2016,79.4,13,23.08,64.29,1,0,6862,35,2,1
6237,LLOYDS BANKING GROUP,2017,80.38,12,25,71.43,1,0,7629,36,3,1
6238,LLOYDS BANKING GROUP,2018,74.07,12,25,69.23,1,0,7981,37,4,1
6239,LLOYDS BANKING GROUP,2019,79.74,13,30.77,64.29,1,1,8542,38,5,1
6240,LLOYDS BANKING GROUP,2020,84,12,33.33,66.67,1,1,10099,39,6,1
6241,LLOYDS BANKING GROUP,2021,81.55,10,40,71.43,1,0,10743,40,7,1
6242,LLOYDS BANKING GROUP,2022,84.95,11,45.45,83.33,1,0,11498,41,8,1
6243,LOGITECH 'R',2003,0,0,0,0,0,1,25258,202,-11,0
6244,LOGITECH 'R',2004,0,0,0,0,0,1,24775,203,-10,0
6245,LOGITECH 'R',2005,31.84,8,12.5,75,0,1,30237,204,-9,0
6246,LOGITECH 'R',2006,25.64,8,12.5,0,0,1,30706,205,-8,0
6247,LOGITECH 'R',2007,25.46,8,12.5,66.67,0,1,33656,206,-7,0
6248,LOGITECH 'R',2008,25.11,9,22.22,70,0,1,31596,207,-6,0
6249,LOGITECH 'R',2009,25.69,10,20,63.64,0,1,28314,208,-5,0
6250,LOGITECH 'R',2010,28.28,10,20,70,0,1,29422,209,-4,0
6251,LOGITECH 'R',2011,27.99,10,20,72.73,1,1,31066,210,-3,0
6252,LOGITECH 'R',2012,26,10,20,72.73,1,1,33079,211,-2,0
6253,LOGITECH 'R',2013,26.86,10,20,72.73,1,1,33272,212,-1,0
6254,LOGITECH 'R',2014,26.55,9,22.22,70,1,1,33556,213,0,1
6255,LOGITECH 'R',2015,38.06,10,20,70,1,1,32667,214,1,1
6256,LOGITECH 'R',2016,61.68,10,20,76.92,1,1,35902,215,2,1
6257,LOGITECH 'R',2017,66.23,10,20,81.82,1,1,37356,216,3,1
6258,LOGITECH 'R',2018,64.24,13,38.46,84.62,1,1,38377,217,4,1
6259,LOGITECH 'R',2019,68.94,11,27.27,84.62,1,1,39007,218,5,1
6260,LOGITECH 'R',2020,71.46,11,27.27,84.62,1,1,36726,219,6,1
6261,LOGITECH 'R',2021,79.48,11,36.36,83.33,1,1,38207,220,7,1
6262,LOGITECH 'R',2022,77.73,11,36.36,91.67,1,1,37931,221,8,1
6263,LONDON STOCK EXCHANGE,2008,38.65,11,18.18,71.43,0,0,73398,1,-6,0
6264,LONDON STOCK EXCHANGE,2009,22.53,13,15.38,61.54,0,0,73056,2,-5,0
6265,LONDON STOCK EXCHANGE,2010,23.94,12,8.33,61.54,1,0,73056,3,-4,0
6266,LONDON STOCK EXCHANGE,2011,41.43,12,16.67,80,1,0,75197,4,-3,0
6267,LONDON STOCK EXCHANGE,2012,37.5,12,16.67,75,1,0,67399,5,-2,0
6268,LONDON STOCK EXCHANGE,2013,33.01,12,16.67,69.23,1,0,63835,6,-1,0
6269,LONDON STOCK EXCHANGE,2014,38.86,14,14.29,70.59,1,0,54380,7,0,1
6270,LONDON STOCK EXCHANGE,2015,56.85,14,21.43,77.78,1,0,47156,8,1,1
6271,LONDON STOCK EXCHANGE,2016,59.8,11,9.09,73.33,1,0,45631,9,2,1
6272,LONDON STOCK EXCHANGE,2017,64.32,11,18.18,66.67,1,0,45134,10,3,1
6273,LONDON STOCK EXCHANGE,2018,70.66,12,25,73.33,1,0,46462,11,4,1
6274,LONDON STOCK EXCHANGE,2019,75.05,13,30.77,78.57,1,0,49530,12,5,1
6275,LONDON STOCK EXCHANGE,2020,73.07,9,44.44,66.67,1,0,49882,13,6,1
6276,LONDON STOCK EXCHANGE,2021,67.1,13,46.15,57.14,1,1,50413,14,7,1
6277,LONDON STOCK EXCHANGE,2022,67.3,13,46.15,57.14,1,1,51392,15,8,1
6278,LONDONMETRIC PROPERTY,2003,0,0,0,0,0,0,0,4,-11,0
6279,LONDONMETRIC PROPERTY,2004,0,0,0,0,0,0,0,5,-10,0
6280,LONDONMETRIC PROPERTY,2005,0,0,0,0,0,0,0,6,-9,0
6281,LONDONMETRIC PROPERTY,2006,0,0,0,0,0,0,0,7,-8,0
6282,LONDONMETRIC PROPERTY,2007,0,0,0,0,0,0,0,8,-7,0
6283,LONDONMETRIC PROPERTY,2008,0,0,0,0,0,0,0,9,-6,0
6284,LONDONMETRIC PROPERTY,2009,0,0,0,0,0,0,2024,10,-5,0
6285,LONDONMETRIC PROPERTY,2010,0,0,0,0,0,0,2234,11,-4,0
6286,LONDONMETRIC PROPERTY,2011,10.19,9,0,44.44,0,0,3106,12,-3,0
6287,LONDONMETRIC PROPERTY,2012,11.51,9,0,44.44,0,0,3083,13,-2,0
6288,LONDONMETRIC PROPERTY,2013,11.52,11,0,69.23,0,0,2940,14,-1,0
6289,LONDONMETRIC PROPERTY,2014,28.43,10,10,57.14,0,0,3009,15,0,1
6290,LONDONMETRIC PROPERTY,2015,20.91,12,8.33,50,0,0,3386,16,1,1
6291,LONDONMETRIC PROPERTY,2016,41.37,11,9.09,54.55,0,0,3627,17,2,1
6292,LONDONMETRIC PROPERTY,2017,45.84,11,9.09,58.33,0,0,4758,18,3,1
6293,LONDONMETRIC PROPERTY,2018,50.33,11,18.18,58.33,0,0,4926,19,4,1
6294,LONDONMETRIC PROPERTY,2019,58.55,12,16.67,58.33,0,0,5443,20,5,1
6295,LONDONMETRIC PROPERTY,2020,53.52,8,25,50,0,0,5433,21,6,1
6296,LONDONMETRIC PROPERTY,2021,53.34,9,33.33,66.67,0,0,5443,22,7,1
6297,LONDONMETRIC PROPERTY,2022,53.02,9,33.33,66.67,0,0,6512,23,8,1
6298,LONZA GROUP,2003,43.84,6,0,50,0,0,6011,96,-11,0
6299,LONZA GROUP,2004,45.78,5,0,0,0,0,6293,97,-10,0
6300,LONZA GROUP,2005,31.96,5,0,100,0,0,6652,98,-9,0
6301,LONZA GROUP,2006,45.65,6,16.67,0,0,0,7044,99,-8,0
6302,LONZA GROUP,2007,59.51,6,16.67,0,0,0,7793,100,-7,0
6303,LONZA GROUP,2008,61.42,7,14.29,0,0,1,7712,101,-6,0
6304,LONZA GROUP,2009,65.2,7,14.29,0,1,1,7409,102,-5,0
6305,LONZA GROUP,2010,66.69,6,16.67,14.29,1,1,7572,103,-4,0
6306,LONZA GROUP,2011,77.4,7,14.29,28.57,1,1,7779,104,-3,0
6307,LONZA GROUP,2012,66.38,8,12.5,33.33,1,1,8157,105,-2,0
6308,LONZA GROUP,2013,69.23,8,12.5,63.64,1,1,8949,106,-1,0
6309,LONZA GROUP,2014,66.02,9,22.22,90,1,1,10712,107,0,1
6310,LONZA GROUP,2015,64.22,9,22.22,100,1,1,13180,108,1,1
6311,LONZA GROUP,2016,71.84,10,20,100,1,1,13539,109,2,1
6312,LONZA GROUP,2017,72.53,10,20,90.91,1,1,13949,110,3,1
6313,LONZA GROUP,2018,82.4,10,30,100,1,1,14570,111,4,1
6314,LONZA GROUP,2019,87.54,9,33.33,100,1,1,14621,112,5,1
6315,LONZA GROUP,2020,78.89,8,37.5,100,1,1,13557,113,6,1
6316,LONZA GROUP,2021,77.9,8,37.5,100,1,1,14135,114,7,1
6317,LONZA GROUP,2022,80.43,8,37.5,100,1,1,14466,115,8,1
6318,LOTUS BAKERIES,2003,0,0,0,0,0,0,4936,14,-11,0
6319,LOTUS BAKERIES,2004,0,0,0,0,0,0,5860,15,-10,0
6320,LOTUS BAKERIES,2005,0,0,0,0,0,0,6898,16,-9,0
6321,LOTUS BAKERIES,2006,0,0,0,0,0,0,7208,17,-8,0
6322,LOTUS BAKERIES,2007,0,0,0,0,0,0,7431,18,-7,0
6323,LOTUS BAKERIES,2008,0,0,0,0,0,0,0,19,-6,0
6324,LOTUS BAKERIES,2009,0,0,0,0,0,0,6348,20,-5,0
6325,LOTUS BAKERIES,2010,0,0,0,0,0,0,9944,21,-4,0
6326,LOTUS BAKERIES,2011,0,0,0,0,0,0,11000,22,-3,0
6327,LOTUS BAKERIES,2012,0,0,0,0,0,0,9000,23,-2,0
6328,LOTUS BAKERIES,2013,0,0,0,0,0,0,7700,24,-1,0
6329,LOTUS BAKERIES,2014,0,0,0,0,0,0,6289,25,0,1
6330,LOTUS BAKERIES,2015,0,0,0,0,0,0,6900,26,1,1
6331,LOTUS BAKERIES,2016,0,0,0,0,0,0,5900,27,2,1
6332,LOTUS BAKERIES,2017,0,0,0,0,0,0,6400,28,3,1
6333,LOTUS BAKERIES,2018,0,0,0,0,0,0,6100,29,4,1
6334,LOTUS BAKERIES,2019,0,0,0,0,0,1,6600,30,5,1
6335,LOTUS BAKERIES,2020,0,0,0,0,0,1,6600,31,6,1
6336,LOTUS BAKERIES,2021,50.91,10,30,40,0,1,9000,32,7,1
6337,LOTUS BAKERIES,2022,51.25,10,30,36.36,0,1,8200,33,8,1
6338,LPP,2003,0,0,0,0,0,1,501,77,-11,0
6339,LPP,2004,0,0,0,0,0,1,522,78,-10,0
6340,LPP,2005,0,0,0,0,0,1,519,79,-9,0
6341,LPP,2006,0,0,0,0,0,1,501,80,-8,0
6342,LPP,2007,0,0,0,0,0,1,444,81,-7,0
6343,LPP,2008,0,0,0,0,0,1,1210,82,-6,0
6344,LPP,2009,0,0,0,0,0,0,1135,83,-5,0
6345,LPP,2010,0,0,0,0,0,0,1488,84,-4,0
6346,LPP,2011,0,0,0,0,0,1,1563,85,-3,0
6347,LPP,2012,0,0,0,0,0,0,1937,86,-2,0
6348,LPP,2013,0,0,0,0,0,1,2013,87,-1,0
6349,LPP,2014,20.03,6,0,33.33,0,1,4692,88,0,1
6350,LPP,2015,31.69,7,0,25,0,1,5245,89,1,1
6351,LPP,2016,29.35,7,0,28.57,0,1,3976,90,2,1
6352,LPP,2017,48.84,7,14.29,70,0,1,4908,91,3,1
6353,LPP,2018,49.15,6,16.67,83.33,0,1,4587,92,4,1
6354,LPP,2019,62.06,7,14.29,71.43,1,1,4965,93,5,1
6355,LPP,2020,63.62,6,16.67,83.33,1,1,5554,94,6,1
6356,LPP,2021,61.14,6,16.67,57.14,1,1,23000,95,7,1
6357,LPP,2022,66.54,5,20,66.67,1,1,24296,96,8,1
