,Name,year,ESG,Board_size,Gender_diversity,Board_independent,CSR,CEO,Employee,age,years,nfrd
1,3I GROUP,2003,32.2,10,20,60,1,1,858,58,-11,0
2,3I GROUP,2004,56.33,10,20,60,1,1,750,59,-10,0
3,3I GROUP,2005,26.43,11,18.18,0,1,1,763,60,-9,0
4,3I GROUP,2006,53.34,10,20,0,1,1,733,61,-8,0
5,3I GROUP,2007,53.66,10,20,0,1,1,765,62,-7,0
6,3I GROUP,2008,49.42,10,20,63.64,1,1,772,63,-6,0
7,3I GROUP,2009,57.82,9,33.33,58.33,1,1,702,64,-5,0
8,3I GROUP,2010,60.86,9,33.33,63.64,1,1,530,65,-4,0
9,3I GROUP,2011,62.51,9,22.22,63.64,1,1,470,66,-3,0
10,3I GROUP,2012,56.88,9,22.22,63.64,1,1,472,67,-2,0
11,3I GROUP,2013,45.11,8,25,55.56,1,1,358,68,-1,0
12,3I GROUP,2014,62.09,8,25,77.78,1,1,269,69,0,1
13,3I GROUP,2015,53.57,8,37.5,55.56,1,1,271,70,1,1
14,3I GROUP,2016,66.03,8,37.5,60,1,1,276,71,2,1
15,3I GROUP,2017,70.46,9,33.33,66.67,1,1,281,72,3,1
16,3I GROUP,2018,72.93,8,25,66.67,1,1,241,73,4,1
17,3I GROUP,2019,64.12,9,33.33,66.67,1,1,240,74,5,1
18,3I GROUP,2020,73.12,10,40,70,1,1,242,75,6,1
19,3I GROUP,2021,78.4,8,50,70,1,1,234,76,7,1
20,3I GROUP,2022,76.01,10,50,80,1,1,234,77,8,1
21,A P MOLLER MAERSK B,2003,16.93,11,18.18,0,0,1,63161,99,-11,0
22,A P MOLLER MAERSK B,2004,17.86,10,0,0,0,1,62300,100,-10,0
23,A P MOLLER MAERSK B,2005,16.4,12,0,0,0,1,67498,101,-9,0
24,A P MOLLER MAERSK B,2006,18.73,12,0,0,0,1,108530,102,-8,0
25,A P MOLLER MAERSK B,2007,31.19,11,0,0,0,1,117319,103,-7,0
26,A P MOLLER MAERSK B,2008,45.45,12,25,64.29,1,1,119599,104,-6,0
27,A P MOLLER MAERSK B,2009,62.79,12,16.67,66.67,1,1,115386,105,-5,0
28,A P MOLLER MAERSK B,2010,61.86,12,16.67,53.33,1,1,108110,106,-4,0
29,A P MOLLER MAERSK B,2011,60.46,12,16.67,58.33,1,1,117080,107,-3,0
30,A P MOLLER MAERSK B,2012,59.82,12,16.67,58.33,1,1,121105,108,-2,0
31,A P MOLLER MAERSK B,2013,57.08,12,16.67,41.67,1,1,88909,109,-1,0
32,A P MOLLER MAERSK B,2014,51.95,12,25,58.82,1,1,89207,110,0,1
33,A P MOLLER MAERSK B,2015,61.1,12,25,66.67,1,1,88355,111,1,1
34,A P MOLLER MAERSK B,2016,56.55,12,25,69.23,1,1,87736,112,2,1
35,A P MOLLER MAERSK B,2017,57.74,11,27.27,66.67,1,1,75813,113,3,1
36,A P MOLLER MAERSK B,2018,61.58,10,20,53.85,1,1,80220,114,4,1
37,A P MOLLER MAERSK B,2019,66.69,10,20,66.67,1,1,86279,115,5,1
38,A P MOLLER MAERSK B,2020,64.72,10,30,63.64,1,1,83624,116,6,1
39,A P MOLLER MAERSK B,2021,64.22,10,30,63.64,1,1,85375,117,7,1
40,A P MOLLER MAERSK B,2022,66.04,8,37.5,58.33,1,1,104260,118,8,1
41,A2A,2009,56.62,16,0,53.85,1,0,8930,1,-5,0
42,A2A,2010,48.7,16,0,50,1,0,12171,2,-4,0
43,A2A,2011,62.41,16,0,50,1,0,11960,3,-3,0
44,A2A,2012,62.46,18,16.67,64.29,1,0,12771,4,-2,0
45,A2A,2013,58.81,18,16.67,94.44,1,0,12626,5,-1,0
46,A2A,2014,61.08,26,19.23,88.46,1,1,12212,6,0,1
47,A2A,2015,59.46,25,20,88.46,1,1,12083,7,1,1
48,A2A,2016,64.51,23,17.39,88,1,1,13494,8,2,1
49,A2A,2017,72.45,12,33.33,92.59,1,1,11436,9,3,1
50,A2A,2018,66.05,12,33.33,75,1,1,12080,10,4,1
51,A2A,2019,80.98,12,33.33,76.92,1,1,12186,11,5,1
52,A2A,2020,78.09,12,41.67,68.42,1,1,12978,12,6,1
53,A2A,2021,78.97,12,41.67,66.67,1,1,13267,13,7,1
54,A2A,2022,73.86,12,41.67,66.67,1,1,13655,14,8,1
55,AAK,2006,0,8,0,0,0,0,2529,1,-8,0
56,AAK,2007,0,8,0,0,0,0,2569,2,-7,0
57,AAK,2008,0,8,0,0,0,0,2623,3,-6,0
58,AAK,2009,0,8,0,0,0,0,2131,4,-5,0
59,AAK,2010,0,8,0,0,0,0,2101,5,-4,0
60,AAK,2011,0,8,0,0,0,0,2065,6,-3,0
61,AAK,2012,0,8,0,0,0,0,2211,7,-2,0
62,AAK,2013,0,8,0,0,0,0,2207,8,-1,0
63,AAK,2014,0,8,0,0,0,0,2439,9,0,1
64,AAK,2015,0,8,0,0,0,0,2738,10,1,1
65,AAK,2016,0,8,0,0,0,0,2970,11,2,1
66,AAK,2017,0,8,0,0,0,0,3399,12,3,1
67,AAK,2018,41.06,8,62.5,30,1,0,3609,13,4,1
68,AAK,2019,56.95,8,50,44.44,1,0,3884,14,5,1
69,AAK,2020,66.86,8,50,50,1,0,3978,15,6,1
70,AAK,2021,69.14,8,50,50,1,0,4013,16,7,1
71,AAK,2022,70.88,7,57.14,44.44,1,0,3962,17,8,1
72,AALBERTS,2003,0,4,0,0,0,0,6325,28,-11,0
73,AALBERTS,2004,0,4,0,0,0,0,7131,29,-10,0
74,AALBERTS,2005,0,4,0,0,0,0,8017,30,-9,0
75,AALBERTS,2006,0,4,0,0,0,0,9370,31,-8,0
76,AALBERTS,2007,0,4,0,0,0,0,10918,32,-7,0
77,AALBERTS,2008,0,4,0,0,0,0,10880,33,-6,0
78,AALBERTS,2009,0,4,0,0,0,0,9999,34,-5,0
79,AALBERTS,2010,7.18,4,0,100,0,0,11536,35,-4,0
80,AALBERTS,2011,7.46,4,0,100,0,0,12282,36,-3,0
81,AALBERTS,2012,11.21,4,0,100,0,0,12048,37,-2,0
82,AALBERTS,2013,11.79,4,0,100,0,0,12311,38,-1,0
83,AALBERTS,2014,12.36,3,0,75,0,0,14492,39,0,1
84,AALBERTS,2015,17.96,3,0,100,0,0,14709,40,1,1
85,AALBERTS,2016,25.61,4,0,100,0,0,15338,41,2,1
86,AALBERTS,2017,53.66,4,25,100,0,0,16003,42,3,1
87,AALBERTS,2018,58.09,4,25,100,0,0,16452,43,4,1
88,AALBERTS,2019,61.96,4,25,100,0,0,16094,44,5,1
89,AALBERTS,2020,62.22,5,40,100,0,0,14782,45,6,1
90,AALBERTS,2021,60.91,6,33.33,100,0,0,14402,46,7,1
91,AALBERTS,2022,57.72,4,25,100,0,0,14597,47,8,1
92,ABB LTD N,2003,64.77,8,0,87.5,0,1,116464,15,-11,0
93,ABB LTD N,2004,64.56,8,0,87.5,0,1,102537,16,-10,0
94,ABB LTD N,2005,89.18,8,0,0,0,0,103500,17,-9,0
95,ABB LTD N,2006,86.84,8,0,0,0,0,108000,18,-8,0
96,ABB LTD N,2007,89.91,8,0,0,1,0,112000,19,-7,0
97,ABB LTD N,2008,90.47,8,0,0,1,0,120000,20,-6,0
98,ABB LTD N,2009,91.13,8,0,100,1,0,116000,21,-5,0
99,ABB LTD N,2010,89.24,9,11.11,100,1,0,116500,22,-4,0
100,ABB LTD N,2011,93.42,9,22.22,100,1,0,133600,23,-3,0
101,ABB LTD N,2012,91.44,9,22.22,100,1,0,146100,24,-2,0
102,ABB LTD N,2013,89.72,9,22.22,100,1,0,147700,25,-1,0
103,ABB LTD N,2014,92.89,9,22.22,100,1,0,140400,26,0,1
104,ABB LTD N,2015,88.9,9,22.22,100,1,0,135800,27,1,1
105,ABB LTD N,2016,87.22,12,25,92.31,1,0,132300,28,2,1
106,ABB LTD N,2017,89.85,11,18.18,92.31,1,0,134800,29,3,1
107,ABB LTD N,2018,92.76,11,18.18,100,1,0,146600,30,4,1
108,ABB LTD N,2019,93.86,11,18.18,100,1,1,144400,31,5,1
109,ABB LTD N,2020,93.67,11,18.18,100,1,1,105600,32,6,1
110,ABB LTD N,2021,94.09,10,20,100,1,0,104400,33,7,1
111,ABB LTD N,2022,91.17,10,20,100,1,0,105100,34,8,1
112,ABN AMRO BANK,2003,0,6,0,0,0,0,0,179,-11,0
113,ABN AMRO BANK,2004,0,6,0,0,0,0,0,180,-10,0
114,ABN AMRO BANK,2005,0,6,0,0,0,0,0,181,-9,0
115,ABN AMRO BANK,2006,0,6,0,0,0,0,0,182,-8,0
116,ABN AMRO BANK,2007,0,6,0,0,0,0,0,183,-7,0
117,ABN AMRO BANK,2008,0,6,0,0,0,0,0,184,-6,0
118,ABN AMRO BANK,2009,0,6,0,0,0,0,0,185,-5,0
119,ABN AMRO BANK,2010,0,6,0,0,0,0,0,186,-4,0
120,ABN AMRO BANK,2011,0,6,0,0,0,0,0,187,-3,0
121,ABN AMRO BANK,2012,0,6,0,0,0,0,23059,188,-2,0
122,ABN AMRO BANK,2013,0,6,0,0,0,0,22289,189,-1,0
123,ABN AMRO BANK,2014,0,6,0,0,0,0,22215,190,0,1
124,ABN AMRO BANK,2015,65.72,6,33.33,75,1,0,22048,191,1,1
125,ABN AMRO BANK,2016,65.1,7,42.86,100,1,0,21664,192,2,1
126,ABN AMRO BANK,2017,72.44,7,42.86,100,1,0,19954,193,3,1
127,ABN AMRO BANK,2018,72.43,7,28.57,100,1,0,18830,194,4,1
128,ABN AMRO BANK,2019,66.06,7,28.57,100,1,0,17977,195,5,1
129,ABN AMRO BANK,2020,70.3,8,37.5,100,1,0,19234,196,6,1
130,ABN AMRO BANK,2021,68.13,7,42.86,100,1,0,19957,197,7,1
131,ABN AMRO BANK,2022,68.11,7,57.14,100,1,0,20038,198,8,1
132,ABRDN,2003,0,14,0,0,0,0,0,20,-11,0
133,ABRDN,2004,32.9,14,0,60,1,1,13229,21,-10,0
134,ABRDN,2005,26.12,12,0,61.54,1,1,11320,22,-9,0
135,ABRDN,2006,38.2,12,8.33,0,1,1,10860,23,-8,0
136,ABRDN,2007,57.3,11,9.09,57.14,1,1,9998,24,-7,0
137,ABRDN,2008,81.45,10,10,66.67,1,1,9959,25,-6,0
138,ABRDN,2009,85.8,11,18.18,75,1,1,9498,26,-5,0
139,ABRDN,2010,79.06,11,27.27,72.73,1,1,9254,27,-4,0
140,ABRDN,2011,73.49,12,25,75,1,1,8789,28,-3,0
141,ABRDN,2012,74.94,12,33.33,71.43,1,1,8458,29,-2,0
142,ABRDN,2013,73.23,11,18.18,76.92,1,1,8224,30,-1,0
143,ABRDN,2014,74.82,13,23.08,64.29,1,1,8335,31,0,1
144,ABRDN,2015,74.42,13,30.77,56.25,1,1,6431,32,1,1
145,ABRDN,2016,77.48,12,25,71.43,1,1,6302,33,2,1
146,ABRDN,2017,74.19,16,25,63.64,0,1,7768,34,3,1
147,ABRDN,2018,81.26,14,21.43,72.22,0,1,8319,35,4,1
148,ABRDN,2019,82.89,12,41.67,68.75,0,1,6268,36,5,1
149,ABRDN,2020,84.08,11,45.45,69.23,0,1,6029,37,6,1
150,ABRDN,2021,83.72,11,45.45,83.33,0,1,5463,38,7,1
151,ABRDN,2022,85.37,11,45.45,85.71,0,1,5299,39,8,1
152,ACCION,2003,0,11,0,0,0,0,0,6,-11,0
153,ACCION,2004,63.96,11,0,45.45,0,0,0,7,-10,0
154,ACCION,2005,73.51,12,0,41.67,0,1,0,8,-9,0
155,ACCION,2006,80.79,11,0,0,0,0,0,9,-8,0
156,ACCION,2007,88.66,12,8.33,50,0,1,0,10,-7,0
157,ACCION,2008,78.32,11,18.18,46.15,1,1,0,11,-6,0
158,ACCION,2009,80.74,11,18.18,53.85,1,1,0,12,-5,0
159,ACCION,2010,82.52,12,25,58.33,1,1,0,13,-4,0
160,ACCION,2011,85.03,13,30.77,57.14,1,1,0,14,-3,0
161,ACCION,2012,78.94,13,30.77,69.23,1,1,0,15,-2,0
162,ACCION,2013,77.42,13,30.77,64.29,1,1,0,16,-1,0
163,ACCION,2014,78.68,14,28.57,56.25,1,1,0,17,0,1
164,ACCION,2015,77.94,11,27.27,53.33,1,1,0,18,1,1
165,ACCION,2016,83,11,27.27,54.55,1,1,0,19,2,1
166,ACCION,2017,83.84,11,27.27,58.33,1,1,0,20,3,1
167,ACCION,2018,90,11,27.27,69.23,1,1,0,21,4,1
168,ACCION,2019,87.97,11,27.27,66.67,1,1,0,22,5,1
169,ACCION,2020,88.17,11,27.27,63.64,1,1,0,23,6,1
170,ACCION,2021,85.99,12,33.33,66.67,1,1,0,24,7,1
171,ACCION,2022,85.6,12,33.33,71.43,1,1,2500,25,8,1
172,ACCOR,2003,56.46,11,10,0,0,0,21131,36,-11,0
173,ACCOR,2004,52.8,11,9.09,0,0,0,21846,37,-10,0
174,ACCOR,2005,65.81,10,10,0,0,0,27015,38,-9,0
175,ACCOR,2006,62.12,16,6.25,0,0,1,35385,39,-8,0
176,ACCOR,2007,59.56,17,5.88,0,0,1,35583,40,-7,0
177,ACCOR,2008,53.64,15,6.67,0,1,1,41448,41,-6,0
178,ACCOR,2009,51.9,22,4.55,27.27,1,1,33112,42,-5,0
179,ACCOR,2010,61.22,11,18.18,84.62,1,1,31687,43,-4,0
180,ACCOR,2011,69.42,11,27.27,50,1,1,31857,44,-3,0
181,ACCOR,2012,64.25,11,27.27,54.55,1,1,32905,45,-2,0
182,ACCOR,2013,69.02,11,36.36,50,1,1,34108,46,-1,0
183,ACCOR,2014,68.73,13,38.46,53.85,1,1,33559,47,0,1
184,ACCOR,2015,75.16,12,41.67,53.85,1,1,32147,48,1,1
185,ACCOR,2016,75.08,16,43.75,47.37,1,1,32835,49,2,1
186,ACCOR,2017,79.49,16,43.75,50,1,1,37403,50,3,1
187,ACCOR,2018,77.85,12,50,52.94,1,1,38544,51,4,1
188,ACCOR,2019,81.17,11,54.55,41.67,1,1,39699,52,5,1
189,ACCOR,2020,81.95,12,50,50,1,1,38355,53,6,1
190,ACCOR,2021,80.86,12,50,46.15,1,1,41664,54,7,1
191,ACCOR,2022,79.31,12,58.33,46.67,1,1,45892,55,8,1
192,ACKERMANS & VAN HAAREN,2003,0,8,0,0,0,0,158023,127,-11,0
193,ACKERMANS & VAN HAAREN,2004,8.62,8,0,0,0,1,168619,128,-10,0
194,ACKERMANS & VAN HAAREN,2005,5.36,8,0,0,0,1,168623,129,-9,0
195,ACKERMANS & VAN HAAREN,2006,8.74,8,0,0,0,1,170417,130,-8,0
196,ACKERMANS & VAN HAAREN,2007,6.99,8,0,50,0,1,172695,131,-7,0
197,ACKERMANS & VAN HAAREN,2008,12.08,8,0,50,0,1,158162,132,-6,0
198,ACKERMANS & VAN HAAREN,2009,14.81,8,0,37.5,0,1,150525,133,-5,0
199,ACKERMANS & VAN HAAREN,2010,18.29,8,0,37.5,0,0,0,134,-4,0
200,ACKERMANS & VAN HAAREN,2011,17.39,8,0,33.33,0,0,0,135,-3,0
201,ACKERMANS & VAN HAAREN,2012,21.18,8,0,37.5,0,0,0,136,-2,0
202,ACKERMANS & VAN HAAREN,2013,15.6,9,11.11,33.33,0,0,136792,137,-1,0
203,ACKERMANS & VAN HAAREN,2014,27.42,9,11.11,66.67,0,0,141243,138,0,1
204,ACKERMANS & VAN HAAREN,2015,30.99,9,11.11,66.67,0,0,145560,139,1,1
205,ACKERMANS & VAN HAAREN,2016,38.23,10,30,72.73,0,0,150499,140,2,1
206,ACKERMANS & VAN HAAREN,2017,40.31,10,30,60,0,0,192627,141,3,1
207,ACKERMANS & VAN HAAREN,2018,40.22,10,30,63.64,0,0,196020,142,4,1
208,ACKERMANS & VAN HAAREN,2019,44.12,10,30,50,0,0,223370,143,5,1
209,ACKERMANS & VAN HAAREN,2020,37.46,10,30,50,0,0,191773,144,6,1
210,ACKERMANS & VAN HAAREN,2021,40.33,10,30,30,0,0,158604,145,7,1
211,ACKERMANS & VAN HAAREN,2022,39.83,9,22.22,36.36,1,0,186084,146,8,1
212,ACS ACTIV.CONSTR.Y SERV.,2003,41.99,17,0,35.29,0,1,36,6,-11,0
213,ACS ACTIV.CONSTR.Y SERV.,2004,47.5,17,0,35.29,0,1,28,7,-10,0
214,ACS ACTIV.CONSTR.Y SERV.,2005,35.65,17,0,0,0,1,1048,8,-9,0
215,ACS ACTIV.CONSTR.Y SERV.,2006,62.12,17,0,0,0,1,1044,9,-8,0
216,ACS ACTIV.CONSTR.Y SERV.,2007,65.74,18,0,0,0,1,993,10,-7,0
217,ACS ACTIV.CONSTR.Y SERV.,2008,64.72,19,0,25,0,1,969,11,-6,0
218,ACS ACTIV.CONSTR.Y SERV.,2009,62.76,18,5.56,26.32,1,1,1046,12,-5,0
219,ACS ACTIV.CONSTR.Y SERV.,2010,63.21,19,5.26,26.32,1,1,1059,13,-4,0
220,ACS ACTIV.CONSTR.Y SERV.,2011,70.14,17,5.88,26.32,1,1,1223,14,-3,0
221,ACS ACTIV.CONSTR.Y SERV.,2012,62.82,17,5.88,23.53,1,1,1272,15,-2,0
222,ACS ACTIV.CONSTR.Y SERV.,2013,57.69,17,5.88,23.53,0,1,1971,16,-1,0
223,ACS ACTIV.CONSTR.Y SERV.,2014,59.27,17,11.76,31.58,0,1,10096,17,0,1
224,ACS ACTIV.CONSTR.Y SERV.,2015,63.33,18,16.67,42.11,0,1,11371,18,1,1
225,ACS ACTIV.CONSTR.Y SERV.,2016,61.73,17,17.65,27.27,0,1,11505,19,2,1
226,ACS ACTIV.CONSTR.Y SERV.,2017,63.93,18,16.67,27.78,0,1,12352,20,3,1
227,ACS ACTIV.CONSTR.Y SERV.,2018,64.32,18,16.67,27.78,0,1,12454,21,4,1
228,ACS ACTIV.CONSTR.Y SERV.,2019,66.93,17,17.65,27.78,0,1,11089,22,5,1
229,ACS ACTIV.CONSTR.Y SERV.,2020,71.1,16,18.75,29.41,0,1,11317,23,6,1
230,ACS ACTIV.CONSTR.Y SERV.,2021,68.33,15,20,31.25,0,1,10910,24,7,1
231,ACS ACTIV.CONSTR.Y SERV.,2022,0,0,0,0,0,0,9503,25,8,1
232,ADDTECH B,2003,0,8,0,0,0,0,77219,97,-11,0
233,ADDTECH B,2004,0,8,0,0,0,0,106994,98,-10,0
234,ADDTECH B,2005,0,8,0,0,0,0,110940,99,-9,0
235,ADDTECH B,2006,0,8,0,0,0,0,118823,100,-8,0
236,ADDTECH B,2007,0,8,0,0,0,0,142860,101,-7,0
237,ADDTECH B,2008,0,8,0,0,0,0,138936,102,-6,0
238,ADDTECH B,2009,0,8,0,0,0,0,142085,103,-5,0
239,ADDTECH B,2010,0,8,0,0,0,0,141429,104,-4,0
240,ADDTECH B,2011,0,8,0,0,0,0,164923,105,-3,0
241,ADDTECH B,2012,0,8,0,0,0,0,161865,106,-2,0
242,ADDTECH B,2013,0,8,0,0,0,0,157689,107,-1,0
243,ADDTECH B,2014,0,8,0,0,0,0,210345,108,0,1
244,ADDTECH B,2015,0,8,0,0,0,0,200516,109,1,1
245,ADDTECH B,2016,0,8,0,0,0,0,176755,110,2,1
246,ADDTECH B,2017,0,8,0,0,0,0,182269,111,3,1
247,ADDTECH B,2018,0,8,0,0,0,0,195461,112,4,1
248,ADDTECH B,2019,0,8,0,0,0,0,190431,113,5,1
249,ADDTECH B,2020,41.56,8,25,37.5,0,1,179539,114,6,1
250,ADDTECH B,2021,41.17,7,28.57,37.5,0,1,122502,115,7,1
251,ADDTECH B,2022,35.73,6,33.33,50,0,1,126786,116,8,1
252,ADECCO GROUP,2003,53.93,9,0,0,0,1,1035,7,-11,0
253,ADECCO GROUP,2004,57.66,9,0,50,0,0,966,8,-10,0
254,ADECCO GROUP,2005,44.38,9,0,0,0,1,958,9,-9,0
255,ADECCO GROUP,2006,40.53,9,0,0,0,0,1211,10,-8,0
256,ADECCO GROUP,2007,60.25,9,0,0,0,0,1306,11,-7,0
257,ADECCO GROUP,2008,61.5,9,22.22,0,0,0,1537,12,-6,0
258,ADECCO GROUP,2009,60.55,8,25,100,0,0,1426,13,-5,0
259,ADECCO GROUP,2010,72.2,9,22.22,33.33,1,0,1323,14,-4,0
260,ADECCO GROUP,2011,65.08,8,12.5,80,1,0,1512,15,-3,0
261,ADECCO GROUP,2012,71.48,8,12.5,100,1,0,1700,16,-2,0
262,ADECCO GROUP,2013,68.69,8,12.5,100,1,0,1815,17,-1,0
263,ADECCO GROUP,2014,65.1,8,12.5,100,1,0,2150,18,0,1
264,ADECCO GROUP,2015,72.9,9,22.22,90,1,0,2286,19,1,1
265,ADECCO GROUP,2016,70.07,9,22.22,88.89,1,0,2076,20,2,1
266,ADECCO GROUP,2017,67.9,8,37.5,100,1,0,2176,21,3,1
267,ADECCO GROUP,2018,64.73,8,37.5,100,1,0,2358,22,4,1
268,ADECCO GROUP,2019,69.9,8,37.5,100,1,0,2759,23,5,1
269,ADECCO GROUP,2020,73.1,7,42.86,100,1,0,2981,24,6,1
270,ADECCO GROUP,2021,72.59,8,50,87.5,1,0,3133,25,7,1
271,ADECCO GROUP,2022,70.07,8,50,100,1,0,3556,26,8,1
272,ADEVINTA,2003,0,6,0,0,0,0,28000,54,-11,0
273,ADEVINTA,2004,0,6,0,0,0,0,30000,55,-10,0
274,ADEVINTA,2005,0,6,0,0,0,0,35284,56,-9,0
275,ADEVINTA,2006,0,6,0,0,0,0,35000,57,-8,0
276,ADEVINTA,2007,0,6,0,0,0,0,37000,58,-7,0
277,ADEVINTA,2008,0,6,0,0,0,0,34312,59,-6,0
278,ADEVINTA,2009,0,6,0,0,0,0,28508,60,-5,0
279,ADEVINTA,2010,0,6,0,0,0,0,32108,61,-4,0
280,ADEVINTA,2011,0,6,0,0,0,0,33000,62,-3,0
281,ADEVINTA,2012,0,6,0,0,0,0,32000,63,-2,0
282,ADEVINTA,2013,0,6,0,0,0,0,31000,64,-1,0
283,ADEVINTA,2014,0,6,0,0,0,0,31000,65,0,1
284,ADEVINTA,2015,0,6,0,0,0,0,32000,66,1,1
285,ADEVINTA,2016,0,6,0,0,0,0,33000,67,2,1
286,ADEVINTA,2017,0,6,0,0,0,0,34000,68,3,1
287,ADEVINTA,2018,0,6,0,0,0,0,34000,69,4,1
288,ADEVINTA,2019,38.23,6,50,66.67,0,0,34000,70,5,1
289,ADEVINTA,2020,50.69,6,50,66.67,0,0,30000,71,6,1
290,ADEVINTA,2021,52.67,11,45.45,33.33,1,0,33000,72,7,1
291,ADEVINTA,2022,54.67,11,45.45,54.55,1,0,39000,73,8,1
292,ADIDAS (XET),2003,46.8,12,0,0,0,0,0,10,-11,0
293,ADIDAS (XET),2004,46.75,12,16.67,0,0,0,0,11,-10,0
294,ADIDAS (XET),2005,22.27,12,16.67,0,0,0,0,12,-9,0
295,ADIDAS (XET),2006,26.99,12,16.67,0,0,0,0,13,-8,0
296,ADIDAS (XET),2007,68.4,12,16.67,0,0,0,0,14,-7,0
297,ADIDAS (XET),2008,77.83,12,16.67,0,0,0,0,15,-6,0
298,ADIDAS (XET),2009,87.1,12,16.67,6.25,1,0,0,16,-5,0
299,ADIDAS (XET),2010,87.24,12,16.67,16.67,1,0,0,17,-4,0
300,ADIDAS (XET),2011,90.91,12,16.67,75,1,0,0,18,-3,0
301,ADIDAS (XET),2012,92.28,12,16.67,50,1,0,0,19,-2,0
302,ADIDAS (XET),2013,90.93,12,16.67,50,1,0,0,20,-1,0
303,ADIDAS (XET),2014,86.72,12,33.33,100,1,0,0,21,0,1
304,ADIDAS (XET),2015,93.5,12,33.33,100,1,0,0,22,1,1
305,ADIDAS (XET),2016,88.42,18,27.78,88.89,1,0,2501,23,2,1
306,ADIDAS (XET),2017,85.62,18,27.78,88.89,1,0,3230,24,3,1
307,ADIDAS (XET),2018,86.32,18,27.78,89.47,1,0,3637,25,4,1
308,ADIDAS (XET),2019,90.83,16,31.25,100,1,0,3564,26,5,1
309,ADIDAS (XET),2020,91.34,16,31.25,94.12,1,0,4010,27,6,1
310,ADIDAS (XET),2021,88.68,16,37.5,88.24,1,0,5383,28,7,1
311,ADIDAS (XET),2022,89.42,16,37.5,76.47,1,0,5746,29,8,1
312,ADMIRAL GROUP,2007,44.66,10,20,50,0,1,31344,1,-7,0
313,ADMIRAL GROUP,2008,48.79,10,20,60,0,1,38982,2,-6,0
314,ADMIRAL GROUP,2009,52.06,10,20,60,1,1,39596,3,-5,0
315,ADMIRAL GROUP,2010,41.15,12,16.67,58.33,1,1,42541,4,-4,0
316,ADMIRAL GROUP,2011,47.3,12,16.67,58.33,1,1,40637,5,-3,0
317,ADMIRAL GROUP,2012,44.44,12,25,69.23,1,1,40168,6,-2,0
318,ADMIRAL GROUP,2013,41.5,13,23.08,53.85,1,1,43537,7,-1,0
319,ADMIRAL GROUP,2014,39.18,12,33.33,53.33,1,1,53731,8,0,1
320,ADMIRAL GROUP,2015,54.43,12,41.67,64.29,1,1,55555,9,1,1
321,ADMIRAL GROUP,2016,57.02,10,40,69.23,1,1,60617,10,2,1
322,ADMIRAL GROUP,2017,61.08,8,37.5,80,1,1,56888,11,3,1
323,ADMIRAL GROUP,2018,59.33,10,40,81.82,1,1,57016,12,4,1
324,ADMIRAL GROUP,2019,56.63,10,40,80,1,1,59533,13,5,1
325,ADMIRAL GROUP,2020,57.62,12,41.67,75,1,1,54722,14,6,1
326,ADMIRAL GROUP,2021,60.06,12,50,84.62,1,1,53870,15,7,1
327,ADMIRAL GROUP,2022,56.11,11,54.55,81.82,1,1,51777,16,8,1
328,ADP,2006,47.71,21,14.29,0,0,1,1997,1,-8,0
329,ADP,2007,50.59,20,10,0,0,1,2364,2,-7,0
330,ADP,2008,49.68,21,9.52,0,0,1,3085,3,-6,0
331,ADP,2009,52.35,19,10.53,0,1,1,3541,4,-5,0
332,ADP,2010,54,19,15.79,15,1,1,4252,5,-4,0
333,ADP,2011,64.74,19,26.32,19.05,1,1,5324,6,-3,0
334,ADP,2012,61.75,19,36.84,12.5,1,1,6222,7,-2,0
335,ADP,2013,68.83,13,46.15,19.05,1,1,6565,8,-1,0
336,ADP,2014,66.11,20,50,22.73,1,1,6917,9,0,1
337,ADP,2015,72.14,22,45.45,13.04,1,1,7857,10,1,1
338,ADP,2016,71.98,22,40.91,12.5,1,1,8598,11,2,1
339,ADP,2017,66.93,20,45,8.33,1,1,9336,12,3,1
340,ADP,2018,75.56,17,47.06,9.09,1,1,10199,13,4,1
341,ADP,2019,71.11,18,44.44,8.7,1,1,10829,14,5,1
342,ADP,2020,70.31,17,47.06,10.53,1,1,10837,15,6,1
343,ADP,2021,66.21,21,50,13.64,1,1,10725,16,7,1
344,ADP,2022,65.42,18,44.44,22.73,1,1,11335,17,8,1
345,ADYEN,2003,0,3,0,0,0,0,10302,20,-11,0
346,ADYEN,2004,0,3,0,0,0,0,10211,21,-10,0
347,ADYEN,2005,0,3,0,0,0,0,10688,22,-9,0
348,ADYEN,2006,0,3,0,0,0,0,11091,23,-8,0
349,ADYEN,2007,0,3,0,0,0,0,11701,24,-7,0
350,ADYEN,2008,0,3,0,0,0,0,11789,25,-6,0
351,ADYEN,2009,0,3,0,0,0,0,12096,26,-5,0
352,ADYEN,2010,0,3,0,0,0,0,12219,27,-4,0
353,ADYEN,2011,0,3,0,0,0,0,9092,28,-3,0
354,ADYEN,2012,0,3,0,0,0,0,9035,29,-2,0
355,ADYEN,2013,0,3,0,0,0,0,9026,30,-1,0
356,ADYEN,2014,0,3,0,0,0,0,8966,31,0,1
357,ADYEN,2015,0,3,0,0,0,0,8996,32,1,1
358,ADYEN,2016,0,3,0,0,0,0,8947,33,2,1
359,ADYEN,2017,0,3,0,0,0,0,17422,34,3,1
360,ADYEN,2018,24.33,3,0,66.67,0,0,22366,35,4,1
361,ADYEN,2019,44.19,4,25,75,0,0,26122,36,5,1
